,AF7,AF3,Fp1,FP2,AF4,AF8,F7,F5,F3,F1,F2,F4,F6,F8,FT7,FC5,FC3,FC1,FC2,FC4,FC6,FT8,T3,C5,C3,C1,C2,C4,C6,T4,TP7,CP5,CP3,CP1,CP2,CP4,CP6,TP8,T5,P5,P3,P1,P2,P4,P6,T6,FPz,PO7,PO3,O1,O2,PO4,PO8,Oz,AFz,Fz,FCz,Cz,CPz,Pz,POz
CP3,0.14254013608072527,0.14128594009052714,0.16455952577346178,0.20912032584688853,0.19178125945726715,0.22909368484959336,0.12094077678890623,0.10830699517610644,0.1061036533567254,0.11505842744280857,0.15632825355687582,0.18339193589521877,0.21232617081014493,0.2421200402536143,0.1010499537414412,0.07846309793287211,0.07081626520294287,0.08244633770677363,0.13821713074102335,0.17203926834685487,0.20722118925234267,0.24288932304106092,0.0845558708449235,0.05195815027973858,0.03541358305326024,0.05317003652300754,0.1222764209162996,0.15923812608224064,0.19594899719375966,0.23092334150024502,0.0741987396553477,0.037201352088642003,1.4156103134155274e-09,0.037185494899459735,0.11080676714730808,0.14662988247470635,0.18085436240060634,0.21139231099287484,0.07277933012181559,0.04692296499664334,0.035349810018617527,0.04989200530990863,0.1061231155819575,0.1357502504033901,0.16386723041091206,0.18848395924264522,0.18594940521117642,0.08089800577796362,0.07066016544706855,0.09599688284829701,0.13946769759601083,0.12821871971988297,0.16414340677122605,0.11514854721731681,0.15980817540889292,0.1328368040461539,0.10720243084759336,0.08601963428867677,0.07420068848901155,0.0766163828434498,0.09208319074536704
CP1,0.1630297601572254,0.14868270559731045,0.17670763885319607,0.20110024594918707,0.1758148479023796,0.20916385331156645,0.14843537221432926,0.12820757242803307,0.11499155872029004,0.11151926386905114,0.13452806156652722,0.15671500379741105,0.18262703593436777,0.2108968663583017,0.13414240339842612,0.10468930636830617,0.08244633770677363,0.07438581408561042,0.10814681370998158,0.13821925904258683,0.1713758021017477,0.2059274921150847,0.12118266682187404,0.0853904520175773,0.05334029015804126,0.03719532088215131,0.08637400760425373,0.1221900835637313,0.1588768945053334,0.19530082763479123,0.11081608482725917,0.07421562615771007,0.037185494899459735,1.4156103134155274e-09,0.07419103133620011,0.11080676714730808,0.14664189765151214,0.18079737859130487,0.1042365356044391,0.074949851800145,0.04911637818910036,0.03716248406033266,0.07666611338605482,0.1061332830672106,0.1358150435999615,0.1641368727742058,0.18823484628558854,0.10253769827078406,0.07696181741084342,0.10594109774194278,0.12952164779733125,0.10935704466735287,0.14665469095565767,0.1138553841697897,0.1534554456509472,0.11862127355776113,0.08463014550930607,0.05407340691285289,0.03718295156667066,0.05051673319284888,0.08011709026594861
CP2,0.20917569685052143,0.1758148479023796,0.20110024594918707,0.17670763885319607,0.14868270559731045,0.1630549656099086,0.2108918287086384,0.18271946294811217,0.15674528969563767,0.1346011768711011,0.11145663351595039,0.11501155029659726,0.12813035724674748,0.1484733099973403,0.2059274921150847,0.1713758021017477,0.13821925904258683,0.10814681370998158,0.07438581408561042,0.08244633770677363,0.10468930636830617,0.13414240339842612,0.19530082763479123,0.1588768945053334,0.12219556062669505,0.0862982575215758,0.03719416175445386,0.05333612722188499,0.0853904520175773,0.12118266682187404,0.18085030442536534,0.14664189765151214,0.11080676714730808,0.07419103133620011,1.4156103134155274e-09,0.037185494899459735,0.07421562615771007,0.11078687181218165,0.16417500999429405,0.1358927485816663,0.10619854277916699,0.07671985103577715,0.03709862118982731,0.04909660503500954,0.07485749428524384,0.10422733305741044,0.18823484628558854,0.14668615294556775,0.10935704466735287,0.12952164779733125,0.10594109774194278,0.07696181741084342,0.10253653076487387,0.1138553841697897,0.1534554456509472,0.11862127355776113,0.08463014550930607,0.05407340691285289,0.03718295156667066,0.050516733192848856,0.0801170902659486
CP4,0.2291284180116183,0.19178125945726715,0.20912032584688853,0.16455952577346178,0.14128594009052714,0.1425802890826977,0.2421388444022017,0.2124163127490647,0.18344092591911337,0.1563930491734097,0.11501776297712257,0.10615231689945893,0.10825195351653487,0.12099479598145536,0.24288932304106092,0.20722118925234267,0.17203926834685487,0.13821713074102335,0.08244633770677363,0.07081626520294287,0.07846309793287211,0.1010499537414412,0.23092334150024502,0.19594899719375966,0.1592436805947462,0.12219633844617454,0.05310707725063815,0.035413711619754096,0.05195815027973858,0.0845558708449235,0.2114646190307174,0.18085436240060634,0.14662988247470635,0.11080676714730808,0.037185494899459735,1.4156103134155274e-09,0.037201352088642003,0.07417756710913534,0.18853673744825192,0.16392955153010033,0.13582401433770996,0.10615950985917286,0.04987970743004158,0.03539533685187557,0.04683717627347463,0.07278751979716064,0.18594940521117642,0.16418619003567894,0.12821871971988297,0.13946769759601083,0.09599688284829701,0.07066016544706855,0.08091592452056298,0.11514854721731678,0.15980817540889292,0.1328368040461539,0.10720243084759336,0.08601963428867677,0.07420068848901154,0.0766163828434498,0.09208319074536703
CP6,0.24022910293394714,0.20634781995120427,0.21164733670076769,0.15485593692013214,0.1398262425029931,0.12711523771720182,0.26699668612742805,0.24055380990961933,0.21088445466048175,0.18132136931696843,0.128314769453766,0.1088601573942923,0.09825879910910076,0.09972037930344999,0.2800898604189817,0.2436735500076637,0.20722063889132736,0.17137471066266474,0.1046954351252352,0.07847198004029612,0.0655912058738349,0.07344198275994192,0.2606144388397916,0.23198585471679922,0.19640044685667524,0.1591886744949894,0.08509817777029975,0.05145541574104441,0.03280465394159585,0.05039634541262792,0.23312119972444723,0.211463372163075,0.18085436240060634,0.14664189765151214,0.07421562615771007,0.037201352088642003,1.4156103134155274e-09,0.03715045476425267,0.20438313305913325,0.1872448573104013,0.16316490428926575,0.13533934557019592,0.07621599321029977,0.0488313214879269,0.03271361760961755,0.04383806349211617,0.18261921579618146,0.17529681566093674,0.1453582222345792,0.1461475581754357,0.08996944844637879,0.07487486790555213,0.06455494850783143,0.11703856249112508,0.16931659649425526,0.1533043883265618,0.13674185956671603,0.12183677505262132,0.11083296369881254,0.10586684064090751,0.10811684030613156
TP8,0.23668510766073708,0.21668468892395792,0.20800249966157475,0.14908129307515436,0.14460346676883978,0.1193258039433384,0.2637188205297799,0.26008056801704815,0.2361582078396463,0.20704831507485666,0.1485032751186674,0.12235151357751048,0.10129488814209915,0.0895137078557483,0.2794009135605875,0.2801092733743269,0.2429069709326989,0.20595050164786496,0.13419040909067606,0.10111454771919845,0.07351980883678427,0.05964741240583774,0.2627318966650942,0.26276441338380563,0.23268461067354057,0.1963232351524518,0.12091302147833759,0.08376336015954884,0.04929728101718711,0.029871781178614523,0.2356385493610023,0.2330266995156854,0.21139231099287484,0.18079737859130487,0.11078687181218165,0.07417756710913534,0.03715045476425267,0.0,0.20695247920621965,0.2018695556122394,0.18562504965989232,0.16215973378166376,0.10559549503366941,0.07580157015241835,0.04770857916736529,0.029766568037039018,0.17888036805926058,0.17778007396172568,0.1585227438385768,0.14848144755479656,0.08933878172428324,0.08775966433925045,0.059582684495560465,0.11915072060979721,0.18061159712451136,0.17727818424335684,0.16952701582601667,0.15874923209523994,0.14660868173366237,0.13482624889719794,0.12515412664379627
T5,0.14896520152494852,0.17314751061349193,0.1787729772150168,0.23747619216220206,0.24492789753578476,0.2649833070124216,0.11913602608155535,0.12957838324890283,0.14752974991922085,0.1706225762421667,0.22506719868014768,0.2544771018300961,0.2842545200056512,0.28169311020769905,0.08934690709618827,0.09965276555974044,0.12095052102488062,0.14844240903095507,0.21089147972465755,0.24213953325798346,0.266990211315145,0.26363072448301134,0.059571981656131805,0.0703344521835331,0.09511451479222849,0.12555733385949344,0.1891724159715981,0.21734378400099946,0.2361761718513054,0.23597198567407068,0.029799464805113005,0.043802622430269715,0.07277933012181559,0.1042365356044391,0.16417500999429405,0.18853673744825192,0.20438313305913325,0.20695247920621965,2.001975304267467e-09,0.029741581323679992,0.05913818947157181,0.08763835011772625,0.13870869995131263,0.1587219853336167,0.1725317325506291,0.1776972368044592,0.20856392030157997,0.029832880587745914,0.060780339585965903,0.05963978315329039,0.11885604016301589,0.12951851152956542,0.14826055712736524,0.08945299476090972,0.20776801804217124,0.19688748168678924,0.179021517875596,0.1576061636082313,0.1352983471356524,0.11447883040115853,0.09804350050154179
P5,0.15825863841541116,0.17250185583012664,0.18689816133841064,0.24438424546143564,0.23607500451344957,0.27232995719669933,0.12958159211578896,0.13091115041983806,0.14064475557427467,0.15725678288784173,0.20323824280726294,0.2299045670567485,0.25752467420864944,0.28436302112021133,0.10119038288545856,0.0982828443912781,0.10832001417846654,0.12821649550984823,0.18271946294811217,0.2124163127490647,0.24054733678073392,0.2599826684143746,0.07346654698832876,0.06552826474181751,0.07635846403973766,0.0998912782826597,0.15943336973688993,0.18921008446068185,0.215136085849356,0.23123563828802482,0.04773083918583269,0.032736934643725075,0.04692296499664334,0.074949851800145,0.1358927485816663,0.16392955153010033,0.1872448573104013,0.2018695556122394,0.029741581323679992,0.0,0.02980991859490647,0.05923106814807236,0.11451081804151154,0.13869432931967335,0.1587712905950408,0.1724628572908611,0.21522081244005156,0.035058621819613396,0.04356637669602356,0.05750401042976345,0.11361836321451509,0.11554109982235677,0.14298920500974432,0.08433362078373974,0.20035168939182374,0.17868346698956836,0.1539475367512763,0.12880859746946777,0.10563552989910265,0.08767426903630565,0.07951983488016616
P3,0.17307000489230712,0.1763330877652475,0.1980033917798308,0.24394808927365827,0.22309800196332183,0.2582052365839166,0.1475210165083627,0.14063326419964575,0.14131225372489403,0.14954623855280008,0.1832109516642988,0.2056597695083282,0.22985748150042543,0.25457285682818837,0.12218937866427987,0.10878316866544605,0.10610615740345135,0.11499323873331135,0.1567458393848032,0.1834446912724646,0.21088531927707355,0.23609056869838074,0.09780656365620612,0.07761983565321988,0.07074476425472283,0.08087100967710298,0.1303361019791338,0.15946497694310932,0.18771880136608324,0.2118903418130343,0.07579643966611271,0.04875348324242497,0.035349810018617527,0.04911637818910036,0.10619854277916699,0.13582401433770996,0.16316490428926575,0.18562504965989232,0.05913818947157181,0.02980991859490647,0.0,0.029848039233547813,0.08765516927681449,0.11448722908136005,0.13872877891582983,0.15873396466352188,0.22114078764551148,0.05344184657144307,0.03532831589549286,0.06180252214289225,0.10520497144885858,0.09820894915025875,0.13173094650827333,0.07985529344278036,0.19428119772124225,0.16407307844316166,0.13298023226146605,0.10284333418754814,0.0762635851590304,0.059217181382709094,0.060782889652562296
P1,0.1920132292421589,0.18432736075631445,0.21105450800003192,0.2364085758647365,0.20894954945763058,0.23632668601255788,0.17062257624216673,0.15725439448288908,0.14955227861201187,0.14862497512054343,0.16647912074123977,0.1832737233339331,0.20321255245386086,0.22515312108100105,0.14842557347294874,0.12833041118008523,0.11506697409700706,0.11152480375196866,0.13460168488071236,0.15639431286149624,0.18131672446008892,0.20697993416459548,0.12638560262738335,0.10066321041156041,0.08128698610070408,0.074351408680649,0.1038579884526369,0.13005542725847144,0.15811432892098531,0.18535908004269783,0.10561968258003486,0.07619429437492348,0.04989200530990863,0.03716248406033266,0.07671985103577715,0.10615950985917286,0.13533934557019592,0.16215973378166376,0.08763835011772625,0.05923106814807236,0.029848039233547813,0.0,0.059136237833330337,0.0875885094381354,0.11445207974902606,0.13864136251971362,0.22533605904669587,0.07503628224186554,0.042436413481898035,0.07092925388806644,0.09440326976727847,0.07883949609841898,0.11565730844410241,0.07671671784657247,0.1903716797715754,0.15456088697162662,0.11860596958432483,0.08327686682246019,0.050337997200215395,0.0297878332339241,0.04477851257890006
P2,0.23624735563220217,0.2088749539100785,0.2363349159184686,0.21101293995857162,0.1842777688348683,0.19202796918336673,0.2250616767854955,0.20323308142302152,0.1832109516642988,0.1664791207412398,0.14850152160329638,0.14953728979025996,0.1571657871559314,0.17067362805344008,0.20694853875166266,0.1812656463797453,0.1563295163535813,0.13452856930464105,0.11146217130668681,0.11502630541662671,0.12831601905941414,0.1484358160263219,0.18534511485836053,0.15807833813659447,0.1300059801109881,0.10373762822861832,0.07428571487464136,0.08125277345854649,0.1006636348590503,0.1264112361286958,0.16223932427923185,0.1353205933372946,0.1061231155819575,0.07666611338605482,0.03709862118982731,0.04987970743004158,0.07621599321029977,0.10559549503366941,0.13870869995131263,0.11451081804151154,0.08765516927681449,0.059136237833330337,1.4156103134155274e-09,0.029821313806297035,0.05920627547439185,0.08766132872760764,0.2252748822637586,0.11572665388049996,0.07886406675999949,0.09444916773961648,0.07100310592165347,0.04251096566980716,0.07509011583917595,0.07677896708591976,0.1903035663499657,0.15448937442011665,0.11853235227717118,0.08320225399693744,0.05026695606065259,0.029759274106280365,0.04482167349310123
P4,0.25820575295143977,0.22310337406327255,0.24397912066027233,0.1980680784332086,0.1763866686624605,0.1731885568766368,0.2544771018300961,0.2299038519280202,0.20565977767840443,0.1832737233339331,0.14953125722670704,0.14141369879789994,0.14065705108772178,0.14766226104871588,0.23601378872783008,0.21082039723866172,0.183395707889403,0.15671555889513583,0.11501322979204355,0.10615482042317514,0.10885288362417932,0.12226714378146478,0.21181264596680802,0.18764436543233776,0.15940537034262836,0.13022476984045891,0.08083931008706152,0.07079203686016225,0.07769352110770478,0.09788396311165931,0.18563855546082303,0.16308708039394662,0.1357502504033901,0.1061332830672106,0.04909660503500954,0.03539533685187557,0.0488313214879269,0.07580157015241835,0.1587219853336167,0.13869432931967335,0.11448722908136005,0.0875885094381354,0.029821313806297035,2.001975304267467e-09,0.02978939007941559,0.05916591944861634,0.2211928184065577,0.13170990042634126,0.0981355599748181,0.10514447882430014,0.06177841094945109,0.03528573314919334,0.05345867588760201,0.07980586886316887,0.19431038234382303,0.1640832776480009,0.1329727115532569,0.10281647357035995,0.07621306957404751,0.059143029563928584,0.06071010481416584
P6,0.2723331840751025,0.23601072107557408,0.2443608827595517,0.1868945187299384,0.17247285618304822,0.15831712202153086,0.28424770673662114,0.25752467420864944,0.22985819246211356,0.2032177154032363,0.15716817330257707,0.14066853790997685,0.1308778091714282,0.12966743912469808,0.25995951598643113,0.24047135640470052,0.21232617081014493,0.18262703593436777,0.12813928006121744,0.10826497321273836,0.09826355130296108,0.10121242412939306,0.23122713179864085,0.21508116457637308,0.18913589935052622,0.15927763921952034,0.09974425601775379,0.07629274363136099,0.06550676768694594,0.07350138181577985,0.20196590818389043,0.18720706249132688,0.16386723041091206,0.1358150435999615,0.07485749428524384,0.04683717627347463,0.03271361760961755,0.04770857916736529,0.1725317325506291,0.1587712905950408,0.13872877891582983,0.11445207974902606,0.05920627547439185,0.02978939007941559,0.0,0.029811815873490615,0.21520653812328236,0.1430469000622854,0.11552382754439573,0.11363111642884713,0.05754108642952761,0.043554910817943625,0.03515601625282493,0.08435265634575527,0.20029899640331533,0.17860742634812926,0.1538591195056074,0.12871607756581957,0.10554813271863972,0.08760648692189928,0.0794911198373134
T6,0.2650914072970295,0.2449895041250759,0.23754154631964608,0.1788390732070123,0.1732110904190594,0.1490878557032458,0.2816931102076991,0.284364721997572,0.2545681324884347,0.22515312108100105,0.1706660079025773,0.14766226104871585,0.1296546063725796,0.11927815563455622,0.2635754354575963,0.2669365357559498,0.2421228087255279,0.21089547699528108,0.1484750694059059,0.12099723255568008,0.09971274028384296,0.08941303194336343,0.2359095163493276,0.23611428203009463,0.21730671874136676,0.18908590111477708,0.12550192234385998,0.09515060112782166,0.07038766127419258,0.05963810983551203,0.20698496620312218,0.20431892994335513,0.18848395924264522,0.1641368727742058,0.10422733305741044,0.07278751979716064,0.04383806349211617,0.029766568037039018,0.1776972368044592,0.1724628572908611,0.15873396466352188,0.13864136251971362,0.08766132872760764,0.05916591944861634,0.029811815873490615,0.0,0.2086299860750143,0.14824376522341998,0.1294540987030154,0.11879005043071737,0.059573651517036544,0.060722790783059276,0.02981666332844862,0.089386864213578,0.20782767178687342,0.19692874041406647,0.1790404361723907,0.1576031790952104,0.13527461574457172,0.11443564071422913,0.09798423587793022
